Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 225,KF294457.1,MinorParent, 6.37533048756839, 0, 1, 0, 5, 0, 4, 14, 4, 0, 6.39682904251218, .432432432432432, 4, 1, 0, 0, 0, 20,
 226,OK017839.1,Recombinant, 15.3235095553469, 20, 10, 10, 5, 0, 8, 18, 8, 0, 7.19537676444461, 0, 2, 0, 20, 0, 0, 15,
 226,OK017807.1,MajorParent, 5.07629130889251, 0, 0, 0, 0, 0, 4, 14, 0, 4, 5.06250243970522, .756756756756757, 0, 2, 0, 5, 5, 20,
 226,OK017810.1,MinorParent, 9.60019913576058, 10, 10, 5, 10, 10, 0, 0, 4, 8, 7.74212079585017, 0, 4, 1, 10, 2.5, 0, 0,
 228,KF569996.1,Recombinant, 12.8858290341715, 20, 1, 10, 10, 10, 4, 14, 8, 0, 6.63683308317182, .216216216216216, 2, 0, 20, 0, 0, 15,
 228,OK017856.1,MajorParent, 10.0201587224761, 0, 1, 0, 0, 0, 8, 18, 0, 8, 6.69654754414216, 1.22522522522523, 4, 2, 0, 5, 5, 20,
 228,AY394995.1,MinorParent, 7.09401224335241, 20, 1, 5, 5, 0, 0, 0, 4, 4, 6.66661937268602, .720720720720721, 0, 1, 20, 2.5, 0, 0,
 229,JX993988.1,Recombinant, 19.9169544856238, 20, 10, 10, 10, 0, 8, 18, 8, 8, 9.89353492897652, 0, 4, 2, 20, 2.5, 5, 15,
 229,MZ081377.1,MajorParent, 8.32092476947314, 20, 10, 5, 5, 0, 0, 0, 4, 4, 5.16513197453776, 9.00900900900901E-02, 0, 1, 20, 0, 0, 20,
 229,KY417152.1,MinorParent, 1.76212074490301, 0, 0, 0, 0, 10, 4, 14, 0, 0, 4.94133309648572, 0, 2, 0, 0, 5, 5, 0,
 230,JX993988.1,Recombinant, 16.9665462649788, 10, 5, 10, 5, 5, 8, 18, 8, 8, 10.1937177220241, 0, 4, 2, 10, 2.5, 5, 20,
 230,MZ081377.1,MajorParent, 7.84870005525637, 20, 10, 5, 0, 5, 0, 0, 4, 4, 4.58865558848034, .773381294964029, 0, 1, 20, 0, 0, 15,
 230,OK017856.1,MinorParent, 5.18475367976484, 0, 0, 0, 10, 5, 4, 14, 0, 0, 5.21762668949557, 0, 2, 0, 0, 5, 5, 0,
 231,OK017859.1,Recombinant, 17.1880520014536, 20, 1, 10, 0, 0, 0, 0, 8, 0, 6.95696141010243, 0, 4, 2, 20, 2.5, 0, 20,
 231,OK017808.1,MajorParent, 4.78038725011696, 0, 1, 0, 0, 10, 0, 0, 0, 8, 6.22369138831289, .197132616487455, 2, 1, 0, 5, 5, 0,
 231,DQ648857.1,MinorParent, 8.03156074842945, 10, 1, 5, 0, 0, 0, 0, 4, 4, 6.81934720158468, .28673835125448, 0, 0, 10, 0, 0, 15,
 232,OK017825.1,Recombinant, 21.9158166580157, 20, 10, 10, 10, 10, 8, 18, 8, 8, 7.70871962720531, 1.40035906642729, 4, 2, 20, 5, 0, 15,
 232,OK017828.1,MajorParent, 4.35771130902729, 0, 0, 5, 5, 0, 0, 0, 4, 4, 6.36219587748304, 0, 0, 1, 0, 2.5, 0, 20,
 232,OR233291.1,MinorParent, 3.72647203295706, 10, 0, 0, 0, 0, 4, 14, 0, 0, 5.92908449531165, 7.18132854578097E-02, 2, 0, 10, 0, 0, 0,
 233,OK017804.1,Recombinant, 20.6823160715402, 20, 5, 10, 10, 10, 8, 18, 8, 8, 9.26666616190337, 0, 2, 2, 20, 5, 5, 15,
 233,OR233302.1,MajorParent, 5.07148049916946, 0, 10, 5, 0, 0, 0, 0, 4, 4, 5.01126731615475, 0, 0, 1, 10, 0, 0, 20,
 233,MZ081379.1,MinorParent, 4.24620342929032, 0, 0, 0, 5, 0, 4, 14, 0, 0, 5.72206652194188, 0, 4, 0, 0, 2.5, 5, 0,
 236,GQ153547.1,Recombinant, 14.0813584602379, 20, 10, 10, 5, 0, 4, 14, 8, 4, 8.27268144812132, .14336917562724, 0, 2, 20, 5, 0, 0,
 236,DQ084199.1,MajorParent, 13.0361876014993, 10, 10, 0, 10, 10, 8, 18, 0, 8, 5.99000208880094, 0, 2, 0, 10, 2.5, 0, 20,
 236,OK017807.1,MinorParent, 2.88245393826279, 0, 0, 5, 0, 0, 0, 0, 4, 0, 5.73731646307774, 0, 4, 1, 0, 0, 0, 15,
 238,OK017819.1,Recombinant, 15.0103593904761, 20, 10, 10, 10, 0, 8, 18, 4, 0, 6.86101813460261, 0, 4, 0, 20, 0, 0, 15,
 238,OK017807.1,MajorParent, 6.72016092513798, 0, 0, 5, 5, 0, 4, 14, 8, 4, 5.01772458106205, 1.07719928186715, 0, 2, 0, 5, 5, 20,
 238,OK017810.1,MinorParent, 8.26947968438588, 10, 10, 0, 0, 10, 0, 0, 0, 8, 8.12125728433534, 5.38599640933573E-02, 4, 1, 10, 2.5, 0, 0,
 239,MT121216.1,Recombinant, 13.7129421713403, 10, 0, 10, 10, 0, 8, 18, 8, 4, 8.04283412477445, .969479353680431, 0, 0, 10, 0, 0, 15,
 239,MN908947.3,MajorParent, 3.63761692013418, 0, 0, 0, 5, 0, 4, 14, 0, 0, 5.74062019942901, 0, 4, 1, 0, 5, 5, 0,
 239,OR233315.1,MinorParent, 12.6494409085255, 20, 10, 5, 0, 10, 0, 0, 4, 8, 6.21654567579654, 0, 2, 2, 20, 2.5, 5, 20,
 240,LC663793.1,Recombinant, 16.0078120932315, 20, 10, 10, 0, 10, 8, 18, 4, 8, 7.82694825055785, .789946140035907, 4, 2, 20, 5, 5, 0,
 240,LC663959.1,MajorParent, 12.2009480590268, 20, 10, 5, 10, 0, 4, 14, 8, 4, 7.70802757400473, .66427289048474, 0, 1, 20, 2.5, 0, 20,
 240,OK017804.1,MinorParent, 1.79123984774165, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4.46502417543742, .269299820466786, 2, 0, 0, 0, 0, 15,
 241,LC663959.1,Recombinant, 16.5567951264996, 20, 1, 5, 0, 5, 0, 0, 4, 4, 6.96348880959751, 9.04159132007233E-02, 4, 1, 20, 0, 0, 20,
 241,LC556375.1,MajorParent, 8.86046673307901, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.70698709170566, 1.80831826401447E-02, 4, 2, 10, 0, 0, 0,
 241,LC663958.1,MinorParent, 4.58273814042138, 0, 1, 10, 0, 5, 0, 0, 8, 0, 6.32952409869683, .325497287522604, 4, 0, 0, 0, 0, 0,
 244,MW681002.1,Recombinant, 17.1273038142188, 20, 0, 10, 5, 0, 8, 18, 8, 0, 9.55123498572664, 0, 4, 2, 20, 5, 5, 15,
 244,MZ081378.1,MajorParent, 10.6694812440616, 0, 5, 5, 10, 10, 4, 14, 4, 8, 4.85172837524556, .126353790613718, 2, 0, 20, 0, 0, 20,
 244,OQ503495.1,MinorParent, 2.20321494171966, 10, 10, 0, 0, 0, 0, 0, 0, 4, 5.59703663902779, 0, 0, 1, 0, 2.5, 5, 0,
 245,GQ153547.1,Recombinant, 13.596793839494, 20, 10, 10, 0, 5, 0, 0, 0, 4, 7.25258732767348, 0, 4, 1, 20, 0, 0, 20,
 245,GQ153548.1,MajorParent, 4.78345578719194, 0, 0, 5, 0, 5, 0, 0, 8, 8, 5.89854698049109, .144665461121157, 4, 0, 0, 5, 5, 0,
 245,GQ153542.1,MinorParent, 11.6197503733141, 20, 10, 0, 0, 5, 0, 0, 4, 0, 6.84886569183543, 0, 4, 2, 20, 2.5, 5, 15,
 246,OK017824.1,Recombinant, 13.1878797481389, 20, 0, 10, 0, 10, 0, 0, 8, 4, 7.14889927570241, 0, 4, 2, 20, 2.5, 0, 20,
 246,OK017828.1,MajorParent, 10.6736234868527, 20, 5, 0, 5, 0, 8, 18, 4, 8, 6.45302738278961, 0, 0, 1, 20, 5, 0, 0,
 246,KJ473815.1,MinorParent, 6.13849676500844, 0, 10, 5, 10, 0, 4, 14, 0, 0, 6.39807334150798, 0, 2, 0, 0, 0, 0, 15,
 247,AY394995.1,Recombinant, 16.3855085161876, 20, 10, 10, 5, 10, 4, 14, 8, 8, 7.23658378342941, 1.04693140794224, 4, 2, 20, 5, 5, 20,
 247,OK017856.1,MajorParent, .817244216437862, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5.33985827446954, .667870036101083, 2, 0, 0, 2.5, 0, 0,
 247,MK211374.1,MinorParent, 12.7972472673745, 20, 10, 5, 10, 0, 8, 18, 4, 0, 7.42355794210106, 0, 0, 1, 20, 0, 0, 15,
 248,OQ503495.1,Recombinant, 11.9103145573118, 10, 0, 10, 0, 10, 0, 0, 8, 4, 6.94948305183994, .253164556962025, 2, 2, 20, 5, 5, 15,
 248,OK017827.1,MajorParent, 11.4004649224912, 20, 5, 0, 10, 0, 8, 18, 4, 8, 6.61440901495823, 0, 0, 1, 20, 2.5, 0, 0,
 248,KJ473815.1,MinorParent, 6.68922052019703, 0, 10, 5, 5, 0, 4, 14, 0, 0, 6.43610793320183, 0, 4, 0, 0, 0, 0, 20,
 249,KT444582.1,Recombinant, 19.5404233449973, 20, 10, 5, 10, 10, 4, 14, 4, 8, 7.33529695172208, .515653775322284, 4, 2, 20, 5, 5, 20,
 249,KY417149.1,MajorParent, 8.6849879107936, 10, 0, 10, 5, 0, 8, 18, 8, 4, 6.65262729455502, 0, 0, 1, 10, 2.5, 0, 0,
 249,KY770858.1,MinorParent, 1.77458874420915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0120757537229, 3.68324125230203E-02, 2, 0, 0, 0, 0, 15,
 250,OK017833.1,Recombinant, 13.9128711696188, 20, 0, 0, 10, 5, 4, 18, 8, 4, 7.04178102074567, 0, 4, 2, 10, 5, 0, 15,
 250,DQ648857.1,MajorParent, 3.78464592882016, 0, 0, 10, 0, 5, 0, 0, 0, 8, 6.77876239887857, 0, 4, 1, 0, 2.5, 0, 0,
 250,OK017832.1,MinorParent, 12.302482901561, 20, 10, 5, 5, 5, 8, 14, 4, 0, 6.17945658037576, .477941176470588, 4, 0, 20, 0, 0, 20,
 251,DQ648857.1,Recombinant, 21.0636962421569, 20, 10, 10, 10, 10, 8, 18, 8, 8, 8.00904688570357, .715596330275229, 4, 2, 20, 5, 5, 20,
 251,OK017833.1,MajorParent, 5.86303679603476, 20, 10, 0, 0, 0, 0, 0, 0, 4, 5.86785515274755, 0, 0, 0, 20, 0, 0, 15,
 251,OK017834.1,MinorParent, 3.0732669618083, 0, 0, 5, 0, 0, 4, 14, 4, 0, 6.12309796154887, .954128440366973, 0, 1, 0, 2.5, 0, 0,
 252,OK017833.1,Recombinant, 16.4276012275874, 10, 10, 10, 5, 10, 4, 14, 8, 8, 7.31255123242443, 0, 2, 2, 0, 5, 0, 20,
 252,OQ175343.1,MajorParent, 3.04923803044768, 0, 5, 5, 0, 0, 0, 0, 4, 4, 6.40052797859623, .202205882352941, 0, 1, 0, 2.5, 0, 0,
 252,OQ503497.1,MinorParent, 10.523160741965, 20, 0, 0, 10, 0, 8, 18, 0, 0, 6.28692078897934, 0, 4, 0, 20, 0, 0, 15,
 253,GWHBAUM01000001,Recombinant, 13.6152468330915, 20, 10, 0, 0, 10, 4, 14, 0, 0, 7.81000218896989, 0, 4, 2, 20, 5, 5, 15,
 253,MT040336.1,MajorParent, 11.6180508069809, 20, 0, 10, 10, 0, 0, 0, 8, 8, 6.54126649783717, .349264705882353, 2, 0, 20, 0, 0, 20,
 253,EPI_ISL_852605,MinorParent, 4.76670235992762, 0, 10, 5, 5, 0, 8, 18, 4, 4, 5.64873131319293, 7.35294117647059E-02, 0, 1, 0, 2.5, 5, 0,
 254,MT040336.1,Recombinant, 12.0495698824922, 20, 1, 5, 5, 5, 8, 18, 4, 8, 4.92626691912592, .330882352941176, 4, 0, 20, 0, 0, 20,
 254,RacCS20637,MajorParent, 8.94400799367383, 0, 1, 10, 10, 5, 4, 14, 8, 4, 6.45555153283715, 0, 4, 1, 0, 2.5, 5, 15,
 254,GWHBAUM01000001,MinorParent, 9.00642212383394, 20, 1, 0, 0, 5, 0, 0, 0, 0, 8.61818154803693, 0, 4, 2, 20, 5, 5, 0,
 255,OK017806.1,Recombinant, 21.9091104786044, 20, 0, 10, 10, 0, 8, 18, 8, 8, 8.77139770543208, 0, 2, 0, 20, 5, 0, 20,
 255,MZ937000.1,MajorParent, 7.83542305280502, 10, 10, 0, 5, 0, 0, 0, 0, 4, 5.8059286174343, .184162062615101, 0, 2, 20, 2.5, 0, 15,
 255,OR233299.1,MinorParent, .25546646859054, 0, 10, 5, 0, 10, 4, 14, 4, 0, 5.42267367713361, 0, 4, 1, 0, 0, 0, 0,
 256,MW719567.1,Recombinant, 14.2138128139159, 20, 1, 5, 10, 5, 8, 18, 4, 8, 6.29640630078274, .202578268876611, 4, 2, 20, 2.5, 0, 20,
 256,OK017810.1,MajorParent, 7.38860757265107, 0, 1, 0, 0, 5, 4, 14, 0, 4, 7.74807994331996, 0, 4, 0, 0, 5, 0, 15,
 256,RacCS20637,MinorParent, 8.39757961343301, 20, 1, 10, 5, 5, 0, 0, 8, 0, 5.9555137558973, 0, 4, 1, 20, 0, 0, 0,
 257,OK017841.1,Recombinant, 20.337534250862, 20, 10, 10, 0, 10, 0, 0, 8, 8, 9.59758907831821, .421245421245421, 4, 2, 20, 5, 0, 15,
 257,OK017815.1,MajorParent, 3.05463143939754, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5.02438299876861, .21978021978022, 0, 0, 0, 2.5, 0, 20,
 257,DQ071615.1,MinorParent, 6.60783430974048, 10, 10, 5, 0, 0, 0, 0, 4, 0, 5.37802792291318, .183150183150183, 2, 1, 20, 0, 0, 0,
 258,OK017837.1,Recombinant, 15.3732043873721, 0, 0, 10, 10, 10, 8, 18, 8, 8, 7.47582380059808, 0, 2, 2, 0, 5, 0, 15,
 258,OQ503499.1,MajorParent, 10.4120123639072, 20, 10, 5, 5, 0, 0, 0, 4, 4, 7.44659009967304, 7.32600732600733E-02, 0, 1, 20, 2.5, 0, 20,
 258,OK017838.1,MinorParent, 4.21478324872076, 10, 0, 0, 0, 0, 4, 14, 0, 0, 5.07758609972889, 0, 4, 0, 10, 0, 0, 0,
 259,MZ081379.1,Recombinant, 19.8914809121449, 20, 1, 10, 10, 10, 8, 18, 8, 8, 10.1486666242486, 0, 2, 2, 20, 5, 5, 15,
 259,OQ503506.1,MajorParent, 9.01427013185865, 10, 1, 5, 5, 0, 4, 14, 4, 4, 5.40578227279021, 0, 0, 1, 20, 0, 0, 20,
 259,KY417152.1,MinorParent, 1.09424895599645, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4.44555110296122, 0, 4, 0, 0, 2.5, 5, 0,
 260,OK017830.1,Recombinant, 12.937218919909, 10, 10, 10, 0, 10, 0, 0, 8, 8, 7.06314681053101, .109489051094891, 4, 2, 0, 5, 5, 20,
 260,OK017831.1,MajorParent, 5.59999504458274, 0, 0, 5, 10, 0, 8, 18, 4, 0, 6.37328964307112, 0, 2, 1, 0, 0, 0, 0,
 260,OK017832.1,MinorParent, 11.4627860355083, 20, 10, 0, 5, 0, 4, 14, 0, 4, 6.56356354639787, 0, 0, 0, 20, 2.5, 0, 15,
 261,KP886809.1,Recombinant, 16.1038306594113, 20, 10, 5, 5, 10, 4, 14, 4, 8, 6.93374054678267, 1.77007299270073, 4, 2, 20, 5, 5, 20,
 261,FJ588686.1,MajorParent, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 5.55776965745247, .127737226277372, 0, 0, 0, 2.5, 0, 0,
 261,MK211374.1,MinorParent, 13.8961693405887, 10, 0, 10, 10, 0, 8, 18, 8, 0, 7.50848979576486, 0, 2, 1, 10, 0, 0, 15,
 262,DQ071615.1,Recombinant, 15.8186962831971, 20, 1, 10, 10, 0, 8, 18, 8, 4, 7.00518752223786, .784671532846715, 0, 1, 20, 2.5, 0, 15,
 262,KY417152.1,MajorParent, 11.8086161258005, 10, 1, 5, 5, 10, 0, 0, 4, 8, 7.07021260182185, 1.05839416058394, 2, 2, 10, 5, 5, 20,
 262,GQ153548.1,MinorParent, 2.37268759100234, 0, 1, 0, 0, 0, 4, 14, 0, 0, 5.92459987594029, 0, 4, 0, 0, 0, 0, 0,
 263,OR233299.1,Recombinant, 16.4961397701808, 20, 1, 10, 0, 5, 0, 0, 4, 8, 7.40010151766647, 7.28597449908925E-02, 4, 2, 20, 5, 5, 0,
 263,OR233298.1,MajorParent, 7.18397345022625, 0, 1, 5, 0, 5, 0, 0, 8, 8, 6.8366287539593, 0, 4, 1, 0, 2.5, 0, 0,
 263,OR233315.1,MinorParent, 6.3198867795929, 20, 1, 0, 0, 5, 0, 0, 0, 0, 5.76326972837423, 0, 4, 0, 10, 0, 0, 0,
 264,OR233324.1,Recombinant, 13.2764267844993, 20, 10, 5, 5, 5, 8, 18, 0, 8, 5.96846966008468, .255009107468124, 0, 2, 20, 5, 5, 15,
 264,EPI_ISL_852605,MajorParent, 9.2418101979815, 0, 10, 10, 0, 5, 0, 0, 8, 4, 7.84467520917584, .400728597449909, 2, 1, 20, 2.5, 0, 0,
 264,MN908947.3,MinorParent, 7.48176301751917, 10, 0, 0, 10, 5, 4, 14, 4, 0, 6.18685513073948, .327868852459016, 4, 0, 0, 0, 0, 20,
 265,OK017832.1,Recombinant, 13.3377236270236, 20, 10, 0, 10, 10, 8, 18, 0, 8, 6.26971056563877, .636363636363636, 4, 0, 20, 0, 0, 15,
 265,OK017860.1,MajorParent, 12.5490900420504, 20, 10, 10, 5, 0, 4, 14, 4, 4, 7.73932395484502, 0, 0, 2, 20, 5, 5, 0,
 265,OK017835.1,MinorParent, 4.113186330926, 0, 0, 5, 0, 0, 0, 0, 8, 0, 5.99096547951622, 0, 2, 1, 0, 2.5, 5, 20,
 266,OQ503501.1,Recombinant, 11.9232605883043, 0, 10, 10, 5, 5, 4, 18, 8, 4, 7.23900083401798, 0, 0, 2, 0, 5, 5, 0,
 266,KC881006.1,MajorParent, 11.2547982530243, 20, 10, 0, 0, 5, 8, 0, 0, 8, 6.61008267582466, .199637023593466, 4, 0, 20, 0, 0, 20,
 266,KY417152.1,MinorParent, 6.82194115867133, 10, 0, 5, 10, 5, 0, 14, 4, 0, 6.15091649015736, 0, 0, 1, 10, 2.5, 5, 0,
 267,MN908947.3,Recombinant, 18.1438137220919, 20, 1, 10, 0, 5, 8, 18, 8, 8, 7.69872921058796, 1.81159420289855E-02, 4, 2, 20, 5, 5, 20,
 267,MZ937003.1,MajorParent, 10.4208960458747, 20, 1, 5, 10, 5, 4, 14, 4, 4, 6.34562770997366, 1.81159420289855E-02, 4, 1, 20, 2.5, 0, 15,
 267,RacCS20637,MinorParent, 1.43529023203344, 0, 1, 0, 5, 5, 0, 0, 0, 0, 5.95564307943838, 0, 4, 0, 0, 0, 0, 0,
 268,KJ473815.1,Recombinant, 14.9396503068171, 20, 10, 10, 0, 0, 0, 0, 8, 0, 7.27625490851384, 0, 2, 0, 20, 0, 0, 15,
 268,OK017823.1,MajorParent, 6.48923370711845, 0, 5, 5, 0, 0, 0, 0, 4, 4, 5.94048460087982, 0, 0, 2, 0, 5, 5, 20,
 268,OK017827.1,MinorParent, 8.5711159860645, 10, 0, 0, 0, 10, 0, 0, 0, 8, 6.78326049060634, 0, 4, 1, 10, 2.5, 0, 0,
 269,MZ937000.1,Recombinant, 17.1047796087228, 20, 10, 5, 10, 0, 8, 18, 4, 8, 7.33287574737361, .2, 4, 2, 20, 5, 0, 15,
 269,MZ937003.1,MajorParent, 11.4022944779196, 10, 10, 10, 5, 0, 4, 14, 8, 4, 6.71298302049453, 0, 4, 1, 10, 2.5, 0, 20,
 269,MN908947.3,MinorParent, 1.49292591335759, 0, 0, 0, 0, 10, 0, 0, 0, 0, 5.95414123213185, 5.45454545454545E-02, 4, 0, 0, 0, 0, 0,
 270,DQ084200.1,Recombinant, 14.823211896748, 0, 10, 0, 10, 10, 8, 18, 0, 8, 7.57345948749343, 0, 2, 2, 10, 5, 0, 15,
 270,GQ153542.1,MajorParent, 8.80600374980264, 20, 10, 5, 5, 0, 0, 0, 4, 4, 7.01026889396171, 7.27272727272727E-02, 0, 1, 20, 2.5, 0, 0,
 270,OK017846.1,MinorParent, 6.37078435344937, 0, 0, 10, 0, 0, 4, 14, 8, 0, 5.41627161854486, .490909090909091, 4, 0, 0, 0, 0, 20,
 271,JX993988.1,Recombinant, 18.6091600062973, 20, 10, 10, 0, 5, 8, 18, 8, 8, 9.49213407021434, 0, 0, 1, 20, 5, 0, 15,
 271,MZ081377.1,MajorParent, 8.3624427320566, 0, 10, 5, 5, 5, 4, 14, 0, 4, 4.7412364624311, 1.19402985074627, 2, 2, 20, 2.5, 0, 20,
 271,OK017847.1,MinorParent, 3.02839726164615, 0, 0, 0, 10, 5, 0, 0, 4, 0, 5.76662946735456, 0, 4, 0, 0, 0, 0, 0,
 272,GWHBAUM01000001,Recombinant, 16.0596587735645, 0, 10, 10, 10, 10, 8, 18, 8, 0, 8.35875614286744, 0, 4, 2, 0, 0, 0, 15,
 272,MT040334.1,MajorParent, 4.34610991379238, 0, 0, 0, 0, 0, 4, 14, 0, 4, 5.06171892959008, 0, 0, 1, 0, 2.5, 0, 20,
 272,EPI_ISL_412977,MinorParent, 9.59423131264316, 20, 10, 5, 5, 0, 0, 0, 4, 8, 6.57952492754248, 5.60747663551402E-02, 2, 0, 20, 5, 0, 0,
 273,GWHBAUM01000001,Recombinant, 13.7697174693137, 20, 10, 0, 10, 10, 8, 18, 0, 0, 7.35253813663887, 0, 4, 2, 20, 0, 0, 0,
 273,MT040334.1,MajorParent, 8.77609396604888, 20, 10, 5, 5, 0, 0, 0, 4, 4, 5.50271841074573, .075187969924812, 0, 1, 20, 2.5, 0, 20,
 273,MT121216.1,MinorParent, 7.4541885646374, 0, 0, 10, 0, 0, 4, 14, 8, 8, 7.1447434526154, .451127819548872, 2, 0, 0, 5, 0, 15,
 274,MZ081378.1,Recombinant, 16.858795439311, 20, 10, 5, 10, 5, 8, 18, 4, 0, 7.44817902981043, 0, 2, 2, 20, 0, 0, 15,
 274,OP776338.1,MajorParent, 2.23656486320311, 0, 0, 0, 0, 5, 0, 0, 0, 8, 5.5918076877746, .243445692883895, 4, 0, 0, 2.5, 0, 0,
 274,EPI_ISL_412977,MinorParent, 10.9046396974859, 0, 10, 10, 5, 5, 4, 14, 8, 4, 6.96001328241497, 0, 0, 1, 0, 5, 0, 20,
 275,OQ175350.1,Recombinant, 19.4473480512179, 20, 10, 10, 10, 10, 8, 18, 8, 8, 7.32038012148517, 0, 2, 2, 20, 5, 0, 15,
 275,KJ473816.1,MajorParent, 7.58844248107817, 20, 10, 0, 0, 0, 0, 0, 0, 4, 6.6406144910476, 0, 4, 0, 20, 2.5, 0, 20,
 275,KY417146.1,MinorParent, 2.96420946770397, 0, 0, 5, 5, 0, 4, 14, 4, 0, 6.03900538746723, 0, 0, 1, 0, 0, 0, 0,
 276,OR233295.1,Recombinant, 14.6820286743019, 0, 0, 10, 0, 10, 8, 18, 8, 8, 5.87051457935928, .205992509363296, 2, 0, 0, 0, 0, 20,
 276,OK017811.1,MajorParent, 3.37475300972598, 0, 10, 5, 10, 0, 4, 14, 4, 4, 5.75440168944938, 0, 0, 1, 10, 2.5, 5, 0,
 276,OK017838.1,MinorParent, 11.9432183159721, 20, 0, 0, 5, 0, 0, 0, 0, 0, 8.37508373119134, 0, 4, 2, 20, 5, 5, 15,
 277,KY417150.1,Recombinant, 13.1596553108618, 20, 5, 10, 5, 5, 4, 14, 4, 0, 7.09488056329907, .827067669172932, 4, 1, 10, 0, 0, 15,
 277,KY417152.1,MajorParent, 7.57959840557414, 0, 10, 0, 0, 5, 0, 0, 0, 4, 6.09536557044592, .526315789473684, 4, 2, 20, 2.5, 0, 20,
 277,OQ503500.1,MinorParent, 9.26074628356409, 0, 0, 5, 10, 5, 8, 18, 8, 8, 6.80975386625501, .281954887218045, 0, 0, 0, 5, 0, 0,
 278,OK017827.1,Recombinant, 20.3941030145555, 20, 5, 10, 0, 10, 8, 18, 8, 8, 9.39424861229409, 2.19101123595506, 4, 2, 20, 5, 0, 20,
 278,OK017842.1,MajorParent, 5.4105958592972, 0, 0, 0, 10, 0, 4, 14, 0, 4, 5.82814383116373, 0, 0, 0, 0, 2.5, 0, 15,
 278,GQ153542.1,MinorParent, 4.19530112614728, 10, 10, 5, 5, 0, 0, 0, 4, 0, 4.77760755654218, 0, 2, 1, 10, 0, 0, 0,
 279,OK017826.1,Recombinant, 20.9459200244583, 20, 10, 10, 5, 10, 8, 18, 8, 8, 10.0379949434528, 1.8796992481203, 4, 1, 20, 5, 0, 20,
 279,OK017824.1,MajorParent, 7.10008277628588, 10, 0, 0, 0, 0, 4, 14, 0, 4, 5.84927008496852, .883458646616541, 0, 0, 20, 2.5, 0, 15,
 279,DQ412043.1,MinorParent, 1.95399719925585, 0, 0, 5, 10, 0, 0, 0, 4, 0, 4.11273497157867, 0, 2, 2, 0, 0, 0, 0,
 280,OK017859.1,Recombinant, 21.3039574970838, 20, 10, 10, 10, 5, 8, 18, 8, 8, 7.98846650963684, 1.52255639097744, 2, 2, 20, 5, 5, 20,
 280,OR233298.1,MajorParent, 6.62749408988996, 10, 0, 5, 0, 5, 4, 14, 4, 4, 5.79197675395809, 0, 0, 1, 10, 0, 0, 15,
 280,OK017808.1,MinorParent, 2.06854841302626, 0, 0, 0, 5, 5, 0, 0, 0, 0, 6.21955673640507, 0, 4, 0, 0, 2.5, 0, 0,
 281,OK017828.1,Recombinant, 19.8700233712593, 20, 1, 10, 10, 5, 8, 18, 8, 8, 8.21309470191623, 1.20300751879699, 4, 2, 20, 5, 5, 20,
 281,OK017822.1,MajorParent, 4.54151287001191, 20, 1, 0, 0, 5, 0, 0, 0, 4, 5.78925226296649, .977443609022556, 0, 0, 20, 0, 0, 0,
 281,OK017827.1,MinorParent, 5.58846375872882, 0, 1, 5, 5, 5, 4, 14, 4, 0, 5.99765303511728, .902255639097744, 0, 1, 0, 2.5, 0, 15,
 282,OR233298.1,Recombinant, 13.0849140100206, 10, 1, 10, 0, 5, 0, 0, 0, 8, 7.03056187047791, 0, 4, 2, 10, 0, 0, 20,
 282,OR233299.1,MajorParent, 9.09145736856758, 0, 1, 5, 0, 5, 0, 0, 8, 8, 6.9432501589253, .582706766917293, 4, 1, 0, 0, 0, 20,
 282,OR233315.1,MinorParent, 7.82362862141186, 20, 1, 0, 0, 5, 0, 0, 4, 0, 6.02618797059678, 0, 4, 0, 20, 0, 0, 0,
 283,MK211378.1,Recombinant, 21.1336596953935, 20, 10, 10, 5, 10, 8, 18, 8, 8, 7.59575237184006, 1.11742424242424, 2, 2, 20, 5, 5, 20,
 283,KY417142.1,MajorParent, 5.57010769080595, 0, 0, 0, 10, 0, 4, 14, 0, 4, 7.24999818888437, 0, 0, 1, 0, 0, 0, 15,
 283,OK017860.1,MinorParent, 3.29623261380052, 10, 0, 5, 0, 0, 0, 0, 4, 0, 5.15424943927557, 0, 4, 0, 10, 2.5, 0, 0,
 285,KY417143.1,Recombinant, 14.6812509303836, 10, 1, 5, 10, 5, 8, 18, 4, 4, 7.7696961990863, .786948176583493, 0, 2, 10, 2.5, 0, 20,
 285,KC881005.1,MajorParent, 5.21828330682757, 0, 1, 10, 5, 5, 0, 0, 8, 8, 5.79094891883775, 0, 0, 1, 0, 5, 5, 0,
 285,KY417149.1,MinorParent, 10.1004657627889, 20, 1, 0, 0, 5, 4, 14, 0, 0, 6.43935488207595, .806142034548944, 4, 0, 20, 0, 0, 15,
